p_brand,p_cate,p_image,p_mall,p_name,p_number_reviews,p_price,p_rate1star,p_rate2star,p_rate3star,p_rate4star,p_rate5star,p_rating,s_name,s_rating,s_response_rate,s_ship_ontime
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/ecadd3dab9afb17508508ac2c604665e.jpg_720x720q80.jpg_.webp,Non-Mall,[ MÁY CHÍNH HÃNG] MTB IPAD4 32G bản Quốc Tế - màn hình 9.7inch HỌC ZOOM COI YOUTUBE TIKTOK LƯỚT FB FACTIME CẤU HÌNH KHỦNG DÀNH CHO GAME THỦ,10 Ratings,"₫1,699,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/6d27e8aac7688732fa9617f2db5e2173.jpg_720x720q80.jpg_.webp,Non-Mall,Lenovo Xiaoxin Pad P11 (6-128GB) - Black / Mới 100% Nguyên Seal / Có Tiếng Việt / Tặng Kèm Bao Da+ Dán Màn Hình,2 Ratings,"₫5,100,000",,,,,,,Mobile88.Vn,,89%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/b7da455c70d16bcb7a82fa304c69c4f7.jpg_720x720q80.jpg_.webp,Non-Mall,"Máy Tính Bảng Aple IPAD2 32G CHÍNH HÃNG, bản QUỐC TẾ - màn hình 9.7inch - Cài Zoom(học online) Zalo TikTok Youtube",10 Ratings,"₫1,448,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/a07ecbf89295b23b51c6af34e88e779b.png_720x720q80.jpg_.webp,Non-Mall,"Máy Tính Bảng Lenovo Xiaoxin Pad P11, Xiaoxin Pad P11 plus  Mới 100% fullbox Bộ nhớ 64GB + 128GB Full Google | Màn 2K 11inch Tuyệt tặng đế dựng và 2 phần mền vip tienganh123, luyenthi123 trọn đời máy",No Ratings,"₫4,780,000",,,,,,,Mtbstore,95%,96%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/8c2e17c7ef94b21e8b2af8e2f9b3eef5.jpg_720x720q80.jpg_.webp,Non-Mall,[ KHUYẾN MÃI SỐC] Máy Tính Bảng IpadMini Máy Bản Quốc Tế CHÍNH HÃNG - Cài Tiktok Zalo Fb Youtube - HỌC ONLINE NGON,10 Ratings,"₫1,647,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/5e984dca3b8f84d720bda9024f892fb9.jpg_720x720q80.jpg_.webp,Non-Mall,"[Freeshipmax] Máy tính bảng Samsung Galaxy Tab A7/ Tab A7 Lite 2021 mới 100% nguyên hộp, hàng nhập khẩu WIFI - AIT SHOP",1 Ratings,"₫4,790,000",,,,,,,AIT Shop,,100%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/47045742a7a4b7f9cda77fb16aef66e2.png_720x720q80.jpg_.webp,Non-Mall,"[Trả góp 0%]Máy Tính Bảng Samsung Galaxy Tab A7 (có 99% và mới 100% nguyên hôp3GB/32GB) SM-T500 wifi , a7 lite 2021 wifi tặng đế dựng 2 phần mềm bản quyền tienganh123 luyenthi123 trọn đời máy",23 Ratings,"₫4,130,000",,,,,,,Mtbstore,95%,96%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/ebd72d0d039388bd6c9f0289d277f63c.jpg_720x720q80.jpg_.webp,Non-Mall,Tặng Bao Da + Dán Màn Hình : Máy Tính Bảng Lenovo Xiaoxin Pad Plus (6-128GB) Moon White - Snap 750G/ New Seal Mới 100% / Màn 2K - 11 inch / Pin 7700 Mah,2 Ratings,"₫6,050,000",,,,,,,Mobile88.Vn,,89%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/29a768670d2211fc507207e2c04a2e4a.png_720x720q80.jpg_.webp,Non-Mall,Máy tính bảng Gtab Book 10 chuyên học online lướt web,5 Ratings,"₫3,013,000",,,,,,,2T Chuyen gia may tinh bang,,100%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/35afbc2b161f6658f2ed82a97532ec11.jpg_720x720q80.jpg_.webp,Non-Mall,"Máy Tính Bảng Aple IPAD2 32G CHÍNH HÃNG, bản 4G/Wifi - màn hình 9.7inch - Cài Zoom(học online) Zalo TikTok Youtube",8 Ratings,"₫1,438,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
Xiaomi,Mobiles & Tablets,https://filebroker-s.slatic.net/S794729f220d04f6da647cfae93959f63j.jpg_720x720q80.jpg_.webp,Non-Mall,Xiaomi mipad 5 Hàng Chính Hãng Digiworld 128GB,No Ratings,"₫9,990,000",,,,,,,DH center lotter,100%,90%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/53e981cd878151c2269680dbceb3417f.jpg_720x720q80.jpg_.webp,Non-Mall,"Samsung Galaxy Tab A7 Lite WiFi + 4G Android Tablet (Android 11, MediaTek Helio P22T, 22.05cm (8.7 Inches), 3GB RAM, 32GB ROM",No Ratings,"₫4,490,000",,,,,,,Digital  corner,,100%,100%
Xiaomi,Mobiles & Tablets,//vn-live-05.slatic.net/p/ec9a3e55e3575e6fead4e71ccf4ce932.jpg_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng, taplet, Xiaomi Mi Pad 5, Mipad 5, Mipad5  - Hàng nhập khẩu - Khang Nhung",9 Ratings,"₫8,220,000",,,,,,,Khang Nhung Shop,84%,91%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/e093a101c4ba19b823b96cb9bd692e75.jpg_720x720q80.jpg_.webp,Non-Mall,Máy Tính Bảng Aple IpadMini1 (Aple mini1) Chính Hãng Quốc Tế - Cài Zalo Tiktok ZOOM FB Youtube ngon,6 Ratings,"₫1,649,000",,,,,,,CCN Sotre,94%,100%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/b9f5161a7d8885f2062b5daea4213966.jpg_720x720q80.jpg_.webp,Non-Mall,"Tablet PC Lenovo Xiaoxin pad P11 Pro ( 2020 ) ram 6GB/128GB OLED 2.5k new fullbox, full Google/ch play | 4 speaker JBL | battery dino-playmobile",2 Ratings,"₫7,990,000",,,,,,,PlayMobile - smartphone,94%,100%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/875840a9b2f3bd919e05ff372f1f93e1.png_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng Lenovo Tab P11, Cấu hình khủng giá rẻ ( Wifi )",No Ratings,"₫4,990,000",,,,,,,The2Tstore,91%,100%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/f9d579aadd65599a85c5441e173b764e.jpg_720x720q80.jpg_.webp,Non-Mall,Máy tính bảng pad 6 Lenovo Xiaoxin Pad P11 6/128G (J606F) Màn 2K pin 7500 chip Snapdragon 662 Sạc nhanh 20W màn hình 11in Khang Nhung,No Ratings,"₫4,189,000",,,,,,,Khang Nhung Shop,84%,91%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/0b6860d38f99f740e898b5c3bce89872.jpg_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng Samsung Galaxy NOTE Pro 12.2 inch 2K, bút SPen - Mới Nguyên Hộp 100% có sẵn tại Zinmobile",No Ratings,"₫4,200,000",,,,,,,Zin Mobile104,98%,100%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/e5ecbaa3a8f1b40e2a473c8f5fdbbfeb.png_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng Gtab Book 10 kèm bàn phím, chuyên học online 2021",15 Ratings,"₫2,837,000",,,,,,,The2Tstore,91%,100%,100%
Kindle,Mobiles & Tablets,//vn-live-05.slatic.net/p/0f96836e81b6c447903161e614373a6e.jpg_720x720q80.jpg_.webp,Non-Mall,Máy tính bảng Fire hd 10 mới nhất năm 2021 bảo hành 1 năm tặng kèm kính cường lực xịn xò,20 Ratings,"₫3,500,000",,,,,,,ninishopkindle,95%,68%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/1790e24251b6b57dfebac37d0ea33819.jpg_720x720q80.jpg_.webp,Non-Mall,"[ Học ON đỉnh ] Máy Tính Bảng Aple Mini1 - IpadMini 1 bản Quốc Tế, Cài Youtube Zalo TIKTOK FB ngon lành",6 Ratings,"₫1,679,000",,,,,,,CCN Sotre,94%,100%,100%
Kobo,Mobiles & Tablets,//vn-live-05.slatic.net/p/8aa84aaf6bb9fe348584b2d34508756c.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Máy đọc sách kobo clara hd,2 Ratings,"₫2,980,000",,,,,,,fullbox.vn,96%,95%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/5561df213e37846f0d3a61a0d3e44ea7.png_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng Samsung Tab A 10.1 2019 Wifi 4G xem phim, học online",4 Ratings,"₫3,788,000",,,,,,,2T Chuyen gia may tinh bang,,100%,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/1f035aa7308c4e283dc06628e1b72c74.jpg_720x720q80.jpg_.webp,Non-Mall,APPLE IPAD GEN 5 32GB WIFI 99%,No Ratings,"₫7,050,000",,,,,,,MRCAU,95%,99%,100%
Lenovo,Mobiles & Tablets,https://filebroker-s.slatic.net/S2a4d6b95c019452795114b908608e7f3r.jpg_720x720q80.jpg_.webp,Non-Mall,Lenovo Pab P11 New(2021) Bh 12 tháng ram 6/128G chip 662 màn 11inh 2K học on cả ngày .,No Ratings,"₫5,299,000",0,0,0,0,0,0,KhanhPhone,95%,95%,100%
Nokia,Mobiles & Tablets,//vn-live-05.slatic.net/p/17617908c7f9aef04f9a8323ffac91a7.jpg_720x720q80.jpg_.webp,Non-Mall,Tablet Nokia T20 4GB/64GB - Official Distributors,No Ratings,"₫5,990,000",,,,,,,Đà Nẵng Store,98%,89%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/2c7ecb4bbd2ae9b3e06b6217e69c8ff9.jpg_720x720q80.jpg_.webp,Non-Mall,"SAMSUNG GALAXY TAB S7+ PLUS 12.4"", Wi-Fi+5G 128GB SM-T976B MYSTIC BLACK",No Ratings,"₫13,000,000",,,,,,,iCWm72y4,,31%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/5edeb5d06359573e07968a69eb35fc9f.jpg_720x720q80.jpg_.webp,Non-Mall,Máy Tính Bảng Samsung Galaxy Tab S7 FE LTE T735 (4GB/64GB) - Hàng chính hãng,No Ratings,"₫10,390,000",,,,,,,TechGearVn,96%,100%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/a44dcca6cf7d2b7e45fe0bd0265ae9a0.jpg_720x720q80.jpg_.webp,Non-Mall,Tặng kèm bao da + miếng dán : Máy tính bảng Lenovo xiaoxin pad p11 (6-128G) New Seal mới 100% - Xiaoxin Pad P11 (6-128G) Qualcomm Snapdragon 662 / Màn 2k,No Ratings,"₫5,100,000",,,,,,,Mobile88.Vn,,89%,100%
Lenovo,Mobiles & Tablets,//vn-live-05.slatic.net/p/4f0419ef233c267cb83e19ce41a7c47e.jpg_720x720q80.jpg_.webp,Non-Mall,KM : Bao Da + Dán Màn - Máy tính bảng : Lenovo Xiaoxin Pad Pro 2021 (6-128GB) New Seal mới 100% / Qualcomm Snapdragon 870 / Pad Pro 2021 / Màu Platinum Grey - Xám,No Ratings,"₫9,400,000",,,,,,,Mobile88.Vn,,89%,100%
No Brand,Mobiles & Tablets,//vn-live-05.slatic.net/p/a8e6de8acd14f2e6b458731042355cad.jpg_720x720q80.jpg_.webp,Non-Mall,(SG PHONE) [Trả góp 0%] Máy tính bảng iPad AIR 2 (16GB/64G) MÁY ĐẸP 99% NHƯ MỚI NGUYÊN ZIN  Cấu hình mạnh IOS 15 - RAM 2GB máy zin màn hình 9.7 inch Retina,No Ratings,"₫5,350,000",,,,,,,SGPHONE,97%,100%,100%
MASSTEL,Mobiles & Tablets,//vn-live-05.slatic.net/p/fd42caef34f39bcb9b8ec402e59e1ae1.jpg_720x720q80.jpg_.webp,Non-Mall,"Máy tính bảng Masstel Tab 10.4"" - Hàng Chính Hãng",No Ratings,"₫4,990,000",,,,,,,IStore Now,90%,98%,100%
