p_brand,p_cate,p_image,p_mall,p_name,p_number_reviews,p_price,p_rate1star,p_rate2star,p_rate3star,p_rate4star,p_rate5star,p_rating,s_name,s_rating,s_response_rate,s_ship_ontime
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/a865cd7e91fbec3f99aab60f1ea4dbe9.jpg_720x720q80.jpg_.webp,Non-Mall,"HP Elitebook 830 G5, Laptop Véün Ph?˝ng V†Øè Nh??m Cao C†ßùp, i5- 8250U, RAM 8G, SSD NVMe 256G, VGA Intel UHD 620, M?ˇn 13.3 Full HD IPS",Kh??ng c?? é??≠nh gi?≠,13.200.000 É?Æ,0,0,0,0,0,0,LaptopLC298,98%,100%,100%
OEM,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/7dcd92692d33f41f0be127cb5520e0f3.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Laptop Lenovo Thinkpad X1 Carbon Gen4 i7 th†Ø? h†Ø? 6,Kh??ng c?? é??≠nh gi?≠,14.499.000 É?Æ,0,0,0,0,0,0,Th?ˇnhNh?õn Computer,100%,63%,100%
MAC,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/2e5f789f0203232b1832412e420ba309.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New AppleMacBook Air 13"" M1 chip (256 Go SSD, 8 Go RAM) - Silver",Kh??ng c?? é??≠nh gi?≠,17.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/a865cd7e91fbec3f99aab60f1ea4dbe9.jpg_720x720q80.jpg_.webp,Non-Mall,"HP Elitebook 840 G5, B†ßúo M†ß?t V?õn Tay, M†Øèng Nh†ß? Sang Ch†ßúnh, i7-7600U, VGA Intel UHD 620, M?ˇn 14 FullHD IPS, 88% sRGB",Kh??ng c?? é??≠nh gi?≠,14.300.000 É?Æ,0,0,0,0,0,0,LaptopLC298,98%,100%,100%
Razer,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/3604e33af79eb54dfe9312f097e5cda6.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New Razer Blade Pro 17 Laptop D17 Core i7-10875H 2.6GHz RTX 3080 32GB RAM 1TB SSD,Kh??ng c?? é??≠nh gi?≠,18.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/80c96e306a9ec42482f91cc94e9966f5.jpg_720x720q80.jpg_.webp,Non-Mall,"[M†Ø?i 100% New Seal] Dell Inspiron 15 3511 ( Core i3-1115G4, Ram 4G, ssd 128G, M?ˇn 15.6 FHD IPS )",Kh??ng c?? é??≠nh gi?≠,13.200.000 É?Æ,0,0,0,0,0,0,LAPTOPGAME,94%,100%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/d306c105f0a1ccc1f2b2a5862a394083.jpg_720x720q80.jpg_.webp,Non-Mall,[Tr†ßú g??p 0%]Laptop Dell Latitude E7270 core i5 t†ß˙ng c†ß˙p chu†Ø?t add s†ßÊn 2 ph†ß?n m†ØÅm tienganh123 luyenthi123 b†ßún quy†ØÅn,Kh??ng c?? é??≠nh gi?≠,7.479.000 É?Æ,0,0,0,0,0,0,Mtbstore,96%,93%,100%
Microsoft,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/be528a4b1087cc342591ef9d4db6de8c.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New Microsoft Surface Go 2 10.5"" Intel Pentium 8GB RAM 128GB SSD - GOLD",Kh??ng c?? é??≠nh gi?≠,11.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/e37afcc23601e37cadf1550ec62721a1.jpg_720x720q80.jpg_.webp,Non-Mall,"Dell Latitude 6530 Card R†Øùi, i5-3210M, RAM 4G, SSD 128G, VGA NVIDIA Quadro NVS 5200M-1G, M?ˇn 15.6 Full HD",Kh??ng c?? é??≠nh gi?≠,7.400.000 É?Æ,0,0,0,0,0,0,LaptopLC298,98%,100%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/f3d29754f3ce64b927037df8e0119eff.jpg_720x720q80.jpg_.webp,Non-Mall,DELL XPS 9560 Core i7-7700HQ l RAM 16G l SSD 256G l GTX 1050M l M?ˇn 15' 4k [ B†ßõO H??NH 1 - 12 TH?ÅNG ] H??NG éê†ß?P 99%,Kh??ng c?? é??≠nh gi?≠,20.900.000 É?Æ,0,0,0,0,0,0,Kho Macbook,,Kh??ng é?†Ø? th??ng tin,100%
Apple,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/ab134fe3c4e727092401f3b98292f0a5.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM][Tr†ßú g??p 0%]Macbook Air M1 2020 13 inch 256GB Ram 8GB - b†ßún  VN ph?õn ph†Ø?i,Kh??ng c?? é??≠nh gi?≠,27.490.000 É?Æ,0,0,0,0,0,0,iuretailer,85%,Kh??ng é?†Ø? th??ng tin,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/7f690ac300d89ca371b7eaebcfb2f5e4.jpg_720x720q80.jpg_.webp,Non-Mall,"DELL INSPIRON N7460 (i7-7500U, 8G, 128+500G, GT940MX, 14IN FHD)",Kh??ng c?? é??≠nh gi?≠,14.790.000 É?Æ,0,0,0,0,0,0,LAPTOPGAME,94%,100%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/84a984930f37ab180486f65b936715c6.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand NEW HP ENVY x360 2-in-1 15.6"" Touch-Screen i7-10510U 8GB 512GB SSD",Kh??ng c?? é??≠nh gi?≠,16.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/816d70051386ddf3b7bb92054de7a1b6.jpg_720x720q80.jpg_.webp,Non-Mall,"Dell Latitude 7370 Laptop Véün Ph?˝ng Si?¶u M†Øèng Nh†ß?, Ch†ß≠y ??m Nhí¯ Mac Air, Core M5-6y57, RAM 8G, SSD 256G, VGA Intel HD 615, M?ˇn 13.3 Inch 3K IPS",Kh??ng c?? é??≠nh gi?≠,11.700.000 É?Æ,0,0,0,0,0,0,Chuy?¶n laptop gaming- é?†Ø? ho†ß≠ - véün ph?˝ng,98%,100%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/cc00c0e896d3d0060d7d95619b3fac53.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New HP Spectre X360 G2 13.3"" Core i7 5th Gen- 2.2GHz - 4GB Ram - 256 GB SSD",Kh??ng c?? é??≠nh gi?≠,18.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/9d4b83f2e65b0c5f43e8ab7227995a74.jpg_720x720q80.jpg_.webp,Non-Mall,DELL XPS 13 9360 Core i7-7600u l i5-7300u l RAM 16GB l SSD 256GB l M?ˇn 13 inch 3K Touch [B†ßõO H??NH 3 - 12 TH?ÅNG]  M†Ø?i 99%,Kh??ng c?? é??≠nh gi?≠,13.900.000 É?Æ,0,0,0,0,0,0,Kho Macbook,,Kh??ng é?†Ø? th??ng tin,100%
Dell,M?≠y vi t??nh & Laptop,https://filebroker-s.slatic.net/Sfca9f75b03ad410bacd1488d40732f9aK.jpg_720x720q80.jpg_.webp,Non-Mall,Laptop Ch??nh Hi†Ø?u,Kh??ng c?? é??≠nh gi?≠,15.000.000 É?Æ,0,0,0,0,0,0,Cua Hang Tin H†Øçc Thai Trung,,Kh??ng é?†Ø? th??ng tin,Kh??ng é?†Ø? th??ng tin
OEM,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/99d1253d75f3faa784f460c74314f456.jpg_720x720q80.jpg_.webp,Non-Mall,"Laptop cè? Panasonic cf-nx2 core i5 3320m ram 4g HDD 250 12 inch, cam k†ß®t h?ˇng é??ßng m?? t†ßú, ch†ßùt lí¯†Øúng é?†ßúm b†ßúo an to?ˇn é?†ß®n s†Ø?c kh†Øèe ngí¯†Øùi s†Ø? d†Øùng, é?a d†ß≠ng m†ßÆu m?ú, m?ˇu s†ß?c, k??ch c†Ø≠",Kh??ng c?? é??≠nh gi?≠,5.796.000 É?Æ,0,0,0,0,0,0,Dailysho,98%,100%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/b87d992773eecbceb697afbf9087dc61.jpg_720x720q80.jpg_.webp,Non-Mall,Laptop Dell M4800 i7 4800MQ/16G/SSD240G/VGA 2G M?≠y tr†ß≠m H?ˇng nh†ß?p Kh†ß?u M†Ø? gi?≠ si?¶u s†Ø?c,Kh??ng c?? é??≠nh gi?≠,16.599.000 É?Æ,0,0,0,0,0,0,Ntech Electronic,82%,Kh??ng é?†Ø? th??ng tin,100%
Dell,M?≠y vi t??nh & Laptop,https://filebroker-s.slatic.net/S55a22b75b8cf4d1384dac232f7de59b8h.jpg_720x720q80.jpg_.webp,Non-Mall,Laptop Dell 6440 core i5-4200M ram 4gb ssd 120gb vga,Kh??ng c?? é??≠nh gi?≠,7.850.000 É?Æ,0,0,0,0,0,0,laptopcuzin,85%,93%,100%
Toshiba,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/4d8b693ac1482201a8e358d44343ce92.jpg_720x720q80.jpg_.webp,Non-Mall,Toshiba Dynabook R632 I5 RAM 4GB 256GB m?≠y nh†ß?p. T†ß˙ng k??m C†ß˙p Loa Hp,Kh??ng c?? é??≠nh gi?≠,5.800.000 É?Æ,0,0,0,0,0,0,C†Ø?a H?ˇng B?≠ch H??a 1626318798,,Kh??ng é?†Ø? th??ng tin,Kh??ng é?†Ø? th??ng tin
Google,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/2ece59d5f4a22124de10f61731490ccc.jpg_720x720q80.jpg_.webp,Non-Mall,"Google Pixel Slate, core i5, 8G, 128G, 3K, touch, 12.3in, gi?≠ r†ßØ",Kh??ng c?? é??≠nh gi?≠,15.900.000 É?Æ,0,0,0,0,0,0,DMQ Royal,100%,85%,100%
OnePlus,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/ec69d1bd94b9e41f3f3716edc80706f1.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New OnePlus 9 Pro - 256GB - Morning Mist (Unlocked) Sealed In Box,Kh??ng c?? é??≠nh gi?≠,8.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/756f7f7aeb632324816e1e775f8e0159.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New Dell Alienware M17 R4 - 17.3"" 4K UHD i9-10980HK, 32GB RAM, RTX 3080, 1TB SSD",Kh??ng c?? é??≠nh gi?≠,23.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/fe6a89843afb3c73911e3f396a003965.jpg_720x720q80.jpg_.webp,Mall,Laptop Dell Inspiron 15 3511 15.6 inches FHD (Intel / i3-1115G4 / 4GB / 256GB SSD / Office HS19 / Win 10 Home SL) l Black l P112F001ABL l H??NG CH?çNH H?üNG,Kh??ng c?? é??≠nh gi?≠,14.490.000 É?Æ,0,0,0,0,0,0,DELL Official Retail Store,88%,100%,100%
MAC,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/95c5b168504afd9a05e440764836e22a.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New AppleiPhone 12 - 128GB - Blue (Unlocked),Kh??ng c?? é??≠nh gi?≠,13.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Microsoft,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/bee75dd389dd47f2ef25e4cb079dcdb8.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New Microsoft Surface Book 3 15"" 10th i7 - 32GB RAM 512GB - GTX 1660 Ti - SEALED",Kh??ng c?? é??≠nh gi?≠,15.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/a1923f85662bf37637f355922735fcc5.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New Dell XPS 13 7390 i7-10710U 512GB SSD 16GB RAM Platinum silver Windows 10 Pro,Kh??ng c?? é??≠nh gi?≠,16.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
MAC,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/a36a6c7988a2a99ca05b4c00771b2e8f.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New 2019 AppleMacBook Pro 16É?ù Retina Display 2.3GHz Core i9 AMD Radeon Pro 5500M 16GB 1TB SSD Silver,Kh??ng c?? é??≠nh gi?≠,27.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Samsung,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/0d7a9926022d7bfb5885f246dd25671d.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New Samsung Galaxy Book Pro 360 13.3"" 256GB SSD, Intel Core i7 11th Gen., 4.70 GHz",Kh??ng c?? é??≠nh gi?≠,15.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/6dac1c83a5059915c7a84034d0d41a68.png_720x720q80.jpg_.webp,Non-Mall,"M?≠y t??nh x?≠ch tay HP 15s-du1105TU, Core i3-10110U,4GB RAM,256GB SSD,Intel Graphics,15.6''HD - H?ˇng ch??nh h?úng - B†ßúo h?ˇnh 1 néüm",Kh??ng c?? é??≠nh gi?≠,12.490.000 É?Æ,0,0,0,0,0,0,HP Flagship Store,93%,100%,100%
Toshiba,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/101319cd821e7c28bfb12d773d6d57a1.jpg_720x720q80.jpg_.webp,Non-Mall,"[X†ßú H?ˇng] Toshiba Dynabook R731 (Portege R830) M?≠y t??nh x?≠ch tay  Ch??p i5 m†ß≠nh m†ß´ Laptop Gaming cè? gi?≠ r†ßØ †Ø? SSD m†Ø?i cho t†Ø?c é?†Ø? x†Ø? l?´ nhanh tr†Øçng lí¯†Øúng m?≠y nh†ß? ch†Ø? 1,3kg ti†Ø?n d†Øùng m?≠y t??n",45 é??≠nh gi?≠,3.280.000 É?Æ,1,0,0,2,42,4.9,LAJAPA- Laptop Nh†ß?t B†ßún,97%,100%,100%
Microsoft,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/ec29947c877675e4334380113082d1a4.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New Microsoft Surface Pro X SQ2 - 16GB Go RAM 512GB SSD Platinum,Kh??ng c?? é??≠nh gi?≠,13.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Lenovo,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/445781c959b09ca0adb2f0eb798f6538.jpg_720x720q80.jpg_.webp,Non-Mall,"BRAND NEW LENOVO Legion 7i 15"" i7-10750 RTXÉ?õ 2070 Super FHD 240Hz SSD Slate Grey",Kh??ng c?? é??≠nh gi?≠,16.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
MSI,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/f8bd8136173411440149b56d323794e5.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New MSI GS75 Stealth 9SG-1074US 17.3"" 32GB RAM 1TB SSD, Intel Core i7-9750H RTX2080",Kh??ng c?? é??≠nh gi?≠,20.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
ASUS,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/80424c6a149763e3af3fbf5c77a70ed0.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New ASUS Zenbook Pro Duo UX581 15.6"" Touchscreen (i9-10980HK) 4K UHD 32GB  2TB SSD",Kh??ng c?? é??≠nh gi?≠,20.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/a865cd7e91fbec3f99aab60f1ea4dbe9.jpg_720x720q80.jpg_.webp,Non-Mall,"HP Elitebook 830 G5, Laptop Véün Ph?˝ng V†Øè Nh??m Cao C†ßùp, i5- 8250U, RAM 8G, SSD NVMe 256G, VGA Intel UHD 620, M?ˇn 13.3 Full HD IPS",Kh??ng c?? é??≠nh gi?≠,13.200.000 É?Æ,0,0,0,0,0,0,LaptopLC298,98%,100%,100%
HP,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/48922344114dcc65e42205323f49866d.jpg_720x720q80.jpg_.webp,Non-Mall,"Laptop HP Gaming Pavilion 15 DK0139TX (i7 9750H,GTX 1660TI , 15.6IN 144GHZ )",Kh??ng c?? é??≠nh gi?≠,21.500.000 É?Æ,0,0,0,0,0,0,LAPTOPGAME,94%,100%,100%
Lenovo,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/636d98b5c702438b9c3b232bc1ddcbd9.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New Lenovo ThinkPad X1 Carbon 14'' (8th Gen) Ultrabook 16GB RAM 1TB SSD,Kh??ng c?? é??≠nh gi?≠,14.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Razer,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/3604e33af79eb54dfe9312f097e5cda6.jpg_720x720q80.jpg_.webp,Non-Mall,Brand New Razer Blade Pro 17 Laptop D17 Core i7-10875H 2.6GHz RTX 3080 32GB RAM 1TB SSD,Kh??ng c?? é??≠nh gi?≠,18.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/8b0c8945567fa0561975ea1876796557.jpg_720x720q80.jpg_.webp,Non-Mall,Dell Inspiron 5402 i5-1135G7/ RAM 8GB/ SSD 512GB/ Intel Iris Xe Graphics/ 14 inch,Kh??ng c?? é??≠nh gi?≠,17.990.000 É?Æ,0,0,0,0,0,0,No.1 Computer,,Kh??ng é?†Ø? th??ng tin,100%
Dell,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/80c96e306a9ec42482f91cc94e9966f5.jpg_720x720q80.jpg_.webp,Non-Mall,"[M†Ø?i 100% New Seal] Dell Inspiron 15 3511 ( Core i3-1115G4, Ram 4G, ssd 128G, M?ˇn 15.6 FHD IPS )",Kh??ng c?? é??≠nh gi?≠,13.200.000 É?Æ,0,0,0,0,0,0,LAPTOPGAME,94%,100%,100%
Microsoft,M?≠y vi t??nh & Laptop,//vn-live-05.slatic.net/p/be528a4b1087cc342591ef9d4db6de8c.jpg_720x720q80.jpg_.webp,Non-Mall,"Brand New Microsoft Surface Go 2 10.5"" Intel Pentium 8GB RAM 128GB SSD - GOLD",Kh??ng c?? é??≠nh gi?≠,11.000.000 É?Æ,0,0,0,0,0,0,GADGETSHUB PLC,,66%,100%
